id,user_id,action,details,created_at
AU000220,US000003,LOGIN,"{""email"": ""analyst@drishyam.demo""}",2024-10-05T05:57:39Z
AU000221,US000003,EVIDENCE_REGISTERED,"{""evidence_id"": ""EV000173"", ""evidence_type"": ""CDR""}",2025-08-09T21:28:54Z
AU000222,US000001,REPORT_GENERATED,"{""report_id"": ""RP000187""}",2024-05-23T10:04:35Z
AU000223,US000002,FIR_FILED,"{""fir_number"": ""FIR-214"", ""entities_found"": 7}",2024-06-13T03:36:42Z
AU000224,US000003,REPORT_GENERATED,"{""report_id"": ""RP000396""}",2024-06-12T06:45:09Z
AU000225,US000001,REPORT_GENERATED,"{""report_id"": ""RP000620""}",2024-10-10T00:52:34Z
AU000226,US000001,LOGIN,"{""email"": ""investigator@drishyam.demo""}",2025-11-30T06:55:25Z
AU000227,US000002,REPORT_GENERATED,"{""report_id"": ""RP000880""}",2026-07-19T12:53:03Z
AU000228,US000001,EVIDENCE_REGISTERED,"{""evidence_id"": ""EV000556"", ""evidence_type"": ""CDR""}",2026-05-16T23:11:57Z
AU000229,US000001,REPORT_GENERATED,"{""report_id"": ""RP000484""}",2026-01-24T14:18:34Z
AU000230,US000001,EVIDENCE_REGISTERED,"{""evidence_id"": ""EV000418"", ""evidence_type"": ""CDR""}",2025-09-19T13:40:45Z
AU000231,US000003,EVIDENCE_INTEGRITY_VERIFIED,"{""evidence_id"": ""EV000556"", ""status"": ""PASSED""}",2024-11-16T12:45:32Z
AU000232,US000003,EVIDENCE_REGISTERED,"{""evidence_id"": ""EV000745"", ""evidence_type"": ""CDR""}",2025-05-10T14:49:54Z
AU000233,US000003,FIR_FILED,"{""fir_number"": ""FIR-320"", ""entities_found"": 7}",2025-04-06T12:17:21Z
AU000234,US000002,EVIDENCE_INTEGRITY_VERIFIED,"{""evidence_id"": ""EV000051"", ""status"": ""PASSED""}",2024-01-01T18:18:16Z
AU000235,US000001,EVIDENCE_INTEGRITY_VERIFIED,"{""evidence_id"": ""EV000423"", ""status"": ""PASSED""}",2026-08-18T13:07:55Z
AU000236,US000002,EVIDENCE_INTEGRITY_VERIFIED,"{""evidence_id"": ""EV000062"", ""status"": ""PASSED""}",2024-10-17T05:20:49Z
AU000237,US000001,AI_QUERY,"{""question"": ""Summarize the network around a tracked subject.""}",2025-03-17T07:36:41Z
AU000238,US000003,EVIDENCE_INTEGRITY_VERIFIED,"{""evidence_id"": ""EV000891"", ""status"": ""PASSED""}",2025-05-24T21:02:45Z
AU000239,US000003,DATA_IMPORT,"{""type"": ""fir"", ""fir_number"": ""FIR-535""}",2026-06-09T09:30:09Z
AU000240,US000003,EVIDENCE_INTEGRITY_VERIFIED,"{""evidence_id"": ""EV000529"", ""status"": ""PASSED""}",2026-03-20T02:30:24Z
